ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
SQM,WLK,2022-06-03,0.549,-2.674,1.213,28.023,3.697,3.191,0.602,-0.578,0.023,-0.01,-0.018,-0.011,-0.059,0.01,0.031,0.016,0.044,-0.025,-0.045,-4.028,-0.108,-5.918,-0.127,-6.487,2017-06-19,chemicals
TROX,WLK,2022-06-03,0.647,3.092,3.126,33.521,3.697,3.191,0.582,2.672,-0.026,-0.062,0.045,-0.059,0.001,-0.027,-0.05,0.073,0.007,-0.057,0.127,1.124,0.138,0.952,0.106,1.445,2017-06-19,chemicals
ACLS,SYNA,2022-06-03,0.608,-3.064,3.746,-19.447,3.72,3.434,0.177,-1.397,-0.001,-0.031,-0.022,-0.02,-0.031,0.153,0.03,-0.004,0.009,0.017,0.055,-2.099,-0.168,-5.991,-0.102,-4.849,2017-06-19,semiconductors_and_semiconductor_equipment
AMAT,SIMO,2022-06-03,0.882,3.527,0.411,16.781,3.72,3.434,0.278,1.86,0.082,0.058,-0.023,-0.015,-0.02,0.044,-0.011,-0.027,0.026,-0.003,-0.006,3.628,0.072,2.246,0.078,2.151,2017-06-19,semiconductors_and_semiconductor_equipment
AMAT,TSEM,2022-06-03,0.588,2.931,0.177,10.88,3.72,3.434,0.558,2.892,-0.037,-0.025,-0.033,0.02,0.009,-0.038,0.008,-0.047,-0.065,-0.065,-0.035,3.345,0.003,2.897,-0.02,3.162,2017-06-19,semiconductors_and_semiconductor_equipment
AMKR,SIMO,2022-06-03,0.667,3.109,2.514,13.579,3.72,3.434,0.274,1.332,0.014,0.027,-0.026,0.045,0.03,-0.019,-0.004,0.034,-0.003,-0.017,-0.006,3.2,0.131,0.99,0.127,1.062,2017-06-19,semiconductors_and_semiconductor_equipment
AMKR,TSEM,2022-06-03,0.569,2.756,1.068,9.748,3.72,3.434,0.673,2.661,-0.002,-0.032,-0.009,-0.06,-0.054,0.031,0.002,0.015,0.011,-0.007,-0.034,3.136,0.056,2.13,0.026,2.467,2017-06-19,semiconductors_and_semiconductor_equipment
AOSL,ON,2022-06-03,0.941,2.68,1.048,8.091,3.72,3.434,0.71,0.236,-0.003,0.037,0.03,0.01,-0.007,0.005,0.03,-0.023,0.036,0.018,0.023,2.023,-0.042,3.882,-0.107,5.755,2017-06-19,semiconductors_and_semiconductor_equipment
AOSL,TSEM,2022-06-03,0.784,3.065,0.559,13.347,3.72,3.434,0.264,0.914,0.025,-0.046,-0.068,-0.049,0.023,0.007,-0.055,0.024,0.032,-0.015,-0.059,4.227,0.017,2.735,-0.012,3.307,2017-06-19,semiconductors_and_semiconductor_equipment
ASML,NVMI,2022-06-03,0.549,2.597,0.155,-4.466,3.72,3.434,0.805,1.572,0.005,-0.015,-0.011,0.01,0.027,-0.035,-0.017,0.002,-0.06,-0.017,0.022,2.161,0.02,2.191,-0.017,2.935,2017-06-19,semiconductors_and_semiconductor_equipment
ASML,SIMO,2022-06-03,0.745,3.434,0.074,18.648,3.72,3.434,0.235,2.029,-0.019,-0.02,-0.004,-0.02,-0.021,0.022,0.008,-0.042,0.019,-0.009,0.007,3.337,0.101,1.952,0.1,1.963,2017-06-19,semiconductors_and_semiconductor_equipment
ASML,TSEM,2022-06-03,0.529,2.91,0.031,12.337,3.72,3.434,0.501,0.547,0.012,0.012,-0.03,0.018,-0.074,0.047,0.027,-0.017,0.037,0.048,-0.023,3.144,0.025,2.654,-0.002,2.926,2017-06-19,semiconductors_and_semiconductor_equipment
ASX,SIMO,2022-06-03,0.745,2.757,8.917,2.251,3.72,3.434,0.183,1.592,-0.053,-0.015,0.014,-0.008,-0.008,0.003,0.006,0.038,-0.004,-0.053,-0.055,3.658,0.011,2.568,0.039,2.106,2017-06-19,semiconductors_and_semiconductor_equipment
ASX,TSEM,2022-06-03,0.667,2.574,3.76,5.101,3.72,3.434,0.465,2.393,0.009,0.051,0.015,-0.011,-0.042,0.034,0.008,-0.021,0.032,0.025,-0.074,3.442,-0.044,3.088,-0.043,3.081,2017-06-19,semiconductors_and_semiconductor_equipment
AVGO,TSEM,2022-06-03,0.549,2.753,0.065,1.094,3.72,3.434,0.001,1.33,0.021,0.01,-0.039,0.007,-0.005,0.007,-0.04,0.032,-0.024,-0.018,-0.031,3.42,0.002,2.7,-0.015,3.068,2017-06-19,semiconductors_and_semiconductor_equipment
CAMT,SIMO,2022-06-03,0.725,3.481,1.275,25.205,3.72,3.434,0.309,1.884,0.088,0.041,0.022,0.077,-0.008,-0.017,-0.013,0.069,0.031,-0.056,0.024,3.11,0.099,1.962,0.125,1.562,2017-06-19,semiconductors_and_semiconductor_equipment
COHU,SIMO,2022-06-03,0.51,2.558,1.154,23.832,3.72,3.434,0.704,2.208,0.007,-0.07,-0.023,-0.014,0.04,-0.108,-0.046,0.031,-0.028,-0.062,0.039,2.185,0.106,1.54,0.134,1.263,2017-06-19,semiconductors_and_semiconductor_equipment
DIOD,KLAC,2022-06-03,0.843,3.133,4.276,-30.076,3.72,3.434,0.699,0.414,0.052,0.017,-0.018,-0.004,-0.001,0.005,0.014,-0.005,0.0,0.001,0.01,2.821,-0.003,3.216,-0.005,3.294,2017-06-19,semiconductors_and_semiconductor_equipment
DIOD,NVMI,2022-06-03,0.549,2.628,1.533,-30.792,3.72,3.434,0.072,0.689,0.053,0.06,0.038,0.069,-0.002,0.039,0.022,0.012,0.088,0.003,0.012,2.313,0.053,1.281,0.003,2.555,2017-06-19,semiconductors_and_semiconductor_equipment
DIOD,SIMO,2022-06-03,0.51,3.427,0.733,5.978,3.72,3.434,0.002,1.682,-0.039,0.006,0.018,-0.001,-0.023,0.016,0.005,-0.036,0.064,0.016,0.001,3.41,0.118,1.461,0.104,1.694,2017-06-19,semiconductors_and_semiconductor_equipment
DIOD,TSEM,2022-06-03,0.569,3.079,0.324,5.651,3.72,3.434,0.096,2.929,0.035,-0.038,-0.06,-0.048,-0.033,-0.008,0.021,0.009,0.076,0.019,-0.029,3.441,0.047,2.501,0.007,2.99,2017-06-19,semiconductors_and_semiconductor_equipment
ENTG,KLAC,2022-06-03,0.922,2.587,2.621,24.446,3.72,3.434,0.821,0.349,-0.111,-0.088,-0.025,-0.07,-0.025,-0.004,0.03,0.003,-0.028,0.022,0.028,1.534,-0.076,5.417,-0.037,3.97,2017-06-19,semiconductors_and_semiconductor_equipment
ENTG,TSEM,2022-06-03,0.549,2.89,0.203,9.418,3.72,3.434,0.226,2.684,-0.003,-0.015,-0.037,0.026,-0.09,0.02,0.074,-0.11,0.064,0.027,-0.019,3.128,-0.003,2.932,-0.016,3.09,2017-06-19,semiconductors_and_semiconductor_equipment
HIMX,SIMO,2022-06-03,0.824,3.017,3.355,30.094,3.72,3.434,0.871,1.887,-0.003,0.026,0.008,0.017,-0.032,0.032,0.056,-0.067,-0.019,0.054,0.009,2.908,0.029,2.656,0.071,2.14,2017-06-19,semiconductors_and_semiconductor_equipment
KLIC,SIMO,2022-06-03,0.647,2.942,0.992,16.793,3.72,3.434,0.433,0.959,0.032,0.016,-0.027,0.016,-0.007,0.019,-0.028,-0.006,0.005,-0.033,-0.019,3.299,0.058,1.837,0.07,1.61,2017-06-19,semiconductors_and_semiconductor_equipment
KLIC,TSEM,2022-06-03,0.569,2.535,0.422,11.082,3.72,3.434,0.435,1.91,0.017,0.006,-0.014,-0.004,-0.042,0.031,0.02,0.047,0.096,0.018,-0.045,3.075,-0.007,2.62,-0.022,2.805,2017-06-19,semiconductors_and_semiconductor_equipment
MCHP,TSEM,2022-06-03,0.529,2.727,0.433,0.757,3.72,3.434,0.681,2.527,0.006,0.011,-0.007,0.008,0.041,-0.034,-0.089,0.061,-0.032,-0.021,-0.049,3.362,0.02,2.475,-0.001,2.737,2017-06-19,semiconductors_and_semiconductor_equipment
MRVL,SIMO,2022-06-03,0.529,2.899,0.854,16.402,3.72,3.434,0.098,1.415,-0.003,0.017,0.003,0.005,0.021,-0.006,-0.017,0.019,-0.006,-0.001,-0.014,3.137,0.072,1.704,0.065,1.822,2017-06-19,semiconductors_and_semiconductor_equipment
MRVL,TSEM,2022-06-03,0.588,2.901,0.399,9.316,3.72,3.434,0.364,2.146,-0.027,-0.1,-0.096,-0.065,-0.036,-0.015,-0.005,0.05,-0.045,-0.083,-0.048,3.543,0.003,2.854,-0.034,3.353,2017-06-19,semiconductors_and_semiconductor_equipment
MU,TSEM,2022-06-03,0.51,3.074,0.383,2.573,3.72,3.434,0.841,3.002,0.023,-0.029,-0.011,-0.012,0.016,-0.011,-0.004,0.024,-0.018,-0.004,-0.029,3.432,-0.014,3.246,-0.031,3.458,2017-06-19,semiconductors_and_semiconductor_equipment
MXL,SIMO,2022-06-03,0.549,3.589,0.937,22.213,3.72,3.434,0.213,1.604,-0.015,-0.016,-0.024,-0.019,0.015,-0.009,-0.04,0.019,-0.035,-0.047,0.023,3.264,0.107,2.053,0.131,1.714,2017-06-19,semiconductors_and_semiconductor_equipment
NVDA,SIMO,2022-06-03,0.725,2.903,0.193,27.743,3.72,3.434,0.598,0.523,-0.038,0.05,0.055,-0.005,-0.019,0.008,0.013,0.027,0.042,-0.008,0.031,2.491,0.099,1.591,0.084,1.782,2017-06-19,semiconductors_and_semiconductor_equipment
NVDA,TSEM,2022-06-03,0.627,2.982,0.091,14.536,3.72,3.434,0.817,2.698,-0.014,0.04,0.023,0.055,-0.084,0.015,0.049,-0.016,0.079,0.038,-0.01,3.096,0.02,2.745,-0.027,3.291,2017-06-19,semiconductors_and_semiconductor_equipment
NVMI,SIMO,2022-06-03,0.882,2.591,0.485,20.224,3.72,3.434,0.13,0.839,0.073,-0.0,0.03,-0.097,-0.044,-0.027,0.076,-0.045,-0.042,0.065,-0.009,2.779,0.08,0.991,0.103,0.535,2017-06-19,semiconductors_and_semiconductor_equipment
NXPI,SIMO,2022-06-03,0.51,3.16,0.344,1.579,3.72,3.434,0.001,1.569,-0.047,-0.047,0.016,0.01,-0.007,0.004,-0.011,0.023,0.061,-0.021,-0.011,3.359,0.08,1.739,0.089,1.582,2017-06-19,semiconductors_and_semiconductor_equipment
NXPI,TSEM,2022-06-03,0.549,2.774,0.146,4.618,3.72,3.434,0.455,2.666,-0.022,0.003,0.004,-0.047,-0.009,-0.025,-0.005,-0.024,-0.041,-0.033,-0.037,3.222,0.016,2.584,-0.001,2.786,2017-06-19,semiconductors_and_semiconductor_equipment
ON,VECO,2022-06-03,0.647,-3.592,0.358,5.923,3.72,3.434,0.231,-0.65,0.006,-0.06,-0.07,-0.063,0.008,-0.0,0.023,-0.09,-0.005,0.115,0.03,-2.876,-0.026,-4.204,-0.082,-5.512,2017-06-19,semiconductors_and_semiconductor_equipment
POWI,SIMO,2022-06-03,0.51,2.656,0.696,6.627,3.72,3.434,0.002,1.292,0.037,-0.014,-0.028,0.031,-0.051,0.011,0.037,-0.009,0.054,0.014,0.015,2.435,0.086,1.399,0.071,1.615,2017-06-19,semiconductors_and_semiconductor_equipment
POWI,TSEM,2022-06-03,0.51,2.725,0.318,5.256,3.72,3.434,0.273,2.62,0.022,0.012,0.014,0.004,-0.122,0.089,0.124,-0.062,0.11,0.111,-0.018,2.942,0.019,2.49,-0.022,2.999,2017-06-19,semiconductors_and_semiconductor_equipment
RMBS,TSEM,2022-06-03,0.608,2.924,1.475,-0.167,3.72,3.434,0.258,1.104,0.041,-0.003,-0.04,0.017,0.024,-0.033,-0.035,0.024,0.029,0.007,-0.047,3.987,0.04,2.031,0.021,2.443,2017-06-19,semiconductors_and_semiconductor_equipment
SIMO,VECO,2022-06-03,0.686,-2.945,0.304,1.498,3.72,3.434,0.623,-0.693,0.072,-0.094,0.015,-0.074,0.179,-0.089,-0.213,0.085,-0.111,-0.124,-0.017,-3.262,0.085,-1.327,0.086,-1.307,2017-06-19,semiconductors_and_semiconductor_equipment
SLAB,TSEM,2022-06-03,0.667,2.7,0.221,-0.96,3.72,3.434,0.48,2.301,-0.059,-0.036,0.025,-0.011,-0.027,0.012,0.035,-0.013,-0.015,-0.006,-0.042,3.251,0.027,2.346,-0.049,3.351,2017-06-19,semiconductors_and_semiconductor_equipment
SYNA,TSEM,2022-06-03,0.647,3.294,0.107,14.878,3.72,3.434,0.806,3.103,-0.019,-0.069,-0.047,-0.05,-0.053,-0.006,0.012,0.006,0.008,-0.011,-0.01,3.415,0.012,3.157,-0.011,3.425,2017-06-19,semiconductors_and_semiconductor_equipment
TSEM,VECO,2022-06-03,0.804,-2.735,0.57,2.633,3.72,3.434,0.045,-1.362,0.024,-0.048,-0.045,0.014,-0.008,0.011,0.019,-0.062,0.013,0.046,-0.054,-3.591,0.024,-2.352,-0.007,-2.847,2017-06-19,semiconductors_and_semiconductor_equipment
CCO,WWE,2022-06-03,0.725,2.939,7.461,36.1,3.156,3.196,0.856,1.024,-0.027,-0.051,0.002,-0.044,0.019,-0.007,-0.015,-0.048,-0.047,-0.016,0.009,2.835,-0.06,3.641,-0.006,3.012,2017-06-19,media_and_entertainment
CHTR,EA,2022-06-03,0.51,3.223,0.138,43.624,3.156,3.196,0.249,0.695,0.011,0.013,0.045,0.009,-0.0,0.016,0.003,-0.011,-0.005,0.058,0.066,1.707,0.015,2.871,0.018,2.816,2017-06-19,media_and_entertainment
CMCSA,NXST,2022-06-03,0.686,2.721,3.54,-44.543,3.156,3.196,0.612,2.633,-0.001,0.01,-0.01,0.014,-0.037,0.016,0.032,0.067,0.01,-0.096,0.005,2.658,-0.102,4.057,-0.125,4.348,2017-06-19,media_and_entertainment
CNK,WWE,2022-06-03,0.51,2.807,0.879,34.599,3.156,3.196,0.807,0.826,-0.027,0.024,0.011,0.029,0.008,-0.024,-0.014,-0.007,-0.006,0.021,0.024,2.484,-0.029,3.186,-0.049,3.448,2017-06-19,media_and_entertainment
DIS,NXST,2022-06-03,0.706,2.76,0.703,19.058,3.156,3.196,0.909,0.135,-0.072,-0.024,-0.023,0.027,-0.062,0.003,-0.012,0.03,-0.005,0.003,0.015,2.634,-0.079,3.441,-0.054,3.232,2017-06-19,media_and_entertainment
EA,NYT,2022-06-03,0.549,-3.246,0.352,-2.56,3.156,3.196,0.013,-0.477,0.049,0.032,0.061,-0.013,-0.024,0.154,-0.011,0.035,0.081,0.011,0.009,-3.06,-0.008,-3.412,0.022,-2.772,2017-06-19,media_and_entertainment
IPG,NXST,2022-06-03,0.588,2.616,4.106,17.979,3.156,3.196,0.379,0.69,-0.011,-0.005,-0.018,-0.007,-0.003,-0.009,0.001,0.026,-0.007,-0.021,-0.009,2.863,-0.084,4.833,-0.103,5.326,2017-06-19,media_and_entertainment
IPG,ZD,2022-06-03,0.608,-2.609,2.375,28.312,3.156,3.196,0.25,-1.689,0.007,-0.045,0.004,-0.019,-0.065,0.049,0.058,-0.017,0.072,0.052,0.06,-1.675,0.064,-1.606,0.048,-1.858,2017-06-19,media_and_entertainment
MTCH,NTES,2022-06-03,0.667,2.565,0.529,26.167,3.156,3.196,0.509,0.757,0.008,-0.039,-0.048,0.006,0.027,-0.011,-0.061,-0.052,0.017,0.037,0.06,1.88,0.035,2.166,-0.003,2.598,2017-06-19,media_and_entertainment
NTES,NYT,2022-06-03,0.843,-2.589,0.27,17.791,3.156,3.196,0.637,-0.543,-0.03,0.016,0.024,0.011,0.01,0.007,-0.001,-0.006,-0.028,0.028,-0.024,-2.935,0.005,-2.52,0.004,-2.536,2017-06-19,media_and_entertainment
NTES,TTWO,2022-06-03,0.765,-2.955,1.026,64.729,3.156,3.196,0.366,-0.713,-0.044,-0.05,-0.027,-0.056,0.024,0.011,-0.036,0.011,0.007,-0.017,0.052,-2.116,0.061,-1.978,0.025,-2.548,2017-06-19,media_and_entertainment
TGNA,ZD,2022-06-03,0.51,-2.829,4.568,14.304,3.156,3.196,0.173,-2.034,0.018,-0.024,-0.068,0.008,0.02,-0.019,-0.024,0.032,-0.012,-0.031,0.042,-2.263,0.046,-2.211,0.0,-2.829,2017-06-19,media_and_entertainment
AKR,HPP,2022-06-03,0.902,-3.103,0.656,13.643,3.849,3.662,0.983,-0.696,-0.013,-0.009,0.025,-0.058,-0.009,-0.027,-0.014,0.037,0.012,-0.048,-0.063,-4.05,-0.106,-4.688,-0.131,-5.064,2017-06-19,real_estate
AKR,VNO,2022-06-03,0.588,-2.662,1.454,14.856,3.849,3.662,0.744,-1.007,0.09,0.05,-0.034,0.005,0.03,0.018,-0.071,0.007,0.036,-0.021,0.026,-2.227,-0.003,-2.709,-0.032,-3.189,2017-06-19,real_estate
ARE,DRE,2022-06-03,0.647,3.872,0.408,-25.797,3.849,3.662,0.262,1.479,-0.027,0.038,0.069,0.049,0.005,0.003,-0.03,0.017,0.018,-0.06,-0.073,6.465,-0.078,6.666,-0.077,6.62,2017-06-19,real_estate
ARE,FR,2022-06-03,0.765,2.822,0.391,-19.164,3.849,3.662,0.123,0.884,0.011,-0.03,-0.054,-0.03,0.02,0.023,0.006,-0.066,0.009,0.017,-0.005,3.002,-0.005,3.016,-0.014,3.365,2017-06-19,real_estate
BDN,O,2022-06-03,0.549,2.7,3.497,19.739,3.849,3.662,0.012,0.413,-0.011,0.034,0.056,0.035,0.022,0.018,0.003,-0.031,-0.013,0.036,-0.069,4.732,-0.125,6.38,-0.098,5.593,2017-06-19,real_estate
BDN,REG,2022-06-03,0.529,3.064,6.184,-17.229,3.849,3.662,0.056,1.494,-0.021,0.01,0.017,0.02,-0.028,-0.002,0.021,0.029,0.0,-0.008,-0.017,3.476,-0.078,4.962,-0.086,5.168,2017-06-19,real_estate
BDN,ROIC,2022-06-03,0.863,3.402,1.715,-5.516,3.849,3.662,0.595,1.214,-0.014,-0.023,0.013,0.005,-0.031,0.007,0.043,0.001,-0.001,0.012,-0.022,4.01,-0.095,5.973,-0.108,6.325,2017-06-19,real_estate
BDN,RPT,2022-06-03,0.569,3.105,1.588,-8.632,3.849,3.662,0.003,0.433,0.039,0.022,0.029,-0.034,-0.088,0.014,0.105,-0.119,-0.028,0.008,-0.013,3.484,-0.089,5.694,-0.084,5.552,2017-06-19,real_estate
BDN,SITC,2022-06-03,0.784,3.395,1.85,-9.615,3.849,3.662,0.351,1.104,0.033,-0.018,0.002,-0.011,-0.006,0.03,-0.006,0.001,-0.01,-0.033,-0.021,3.913,-0.083,5.424,-0.078,5.303,2017-06-19,real_estate
BFS,HPP,2022-06-03,0.686,-2.761,0.27,15.671,3.849,3.662,0.361,-1.347,0.014,0.016,0.003,0.002,0.015,0.012,0.0,0.001,-0.015,-0.014,-0.131,-4.083,-0.198,-4.763,-0.18,-4.579,2017-06-19,real_estate
BFS,KRC,2022-06-03,0.529,-2.686,0.767,34.188,3.849,3.662,0.654,-0.76,0.009,0.016,0.039,-0.012,0.027,-0.017,-0.039,-0.013,-0.036,-0.04,-0.049,-3.753,-0.108,-5.018,-0.085,-4.513,2017-06-19,real_estate
BXP,HPP,2022-06-03,0.627,-2.77,0.192,5.828,3.849,3.662,0.677,-1.919,-0.043,-0.012,-0.013,-0.005,-0.01,0.016,0.019,-0.021,0.043,0.007,-0.032,-3.304,-0.042,-3.478,-0.039,-3.426,2017-06-19,real_estate
CBRE,RYN,2022-06-03,0.51,2.831,0.267,12.604,3.849,3.662,0.396,0.719,-0.046,-0.02,0.02,-0.006,-0.002,0.087,0.031,-0.075,0.037,0.053,0.038,1.881,0.087,0.651,0.082,0.773,2017-06-19,real_estate
DEI,WRE,2022-06-03,0.745,2.638,0.458,8.319,3.849,3.662,0.959,0.524,0.015,-0.093,-0.119,-0.029,0.004,0.013,-0.007,0.021,0.046,0.04,0.016,2.169,0.021,2.028,0.026,1.878,2017-06-19,real_estate
DRE,LXP,2022-06-03,0.529,-3.529,0.198,3.039,3.849,3.662,0.408,-1.135,0.0,0.129,0.108,0.131,0.003,-0.013,0.021,-0.042,-0.02,0.011,-0.061,-5.553,-0.103,-6.935,-0.093,-6.587,2017-06-19,real_estate
DRE,STAG,2022-06-03,0.765,-3.505,0.624,6.421,3.849,3.662,0.628,-2.659,-0.002,0.009,-0.007,0.018,-0.009,-0.01,0.017,-0.034,0.044,0.01,-0.064,-5.763,-0.08,-6.309,-0.084,-6.466,2017-06-19,real_estate
DRH,HHC,2022-06-03,0.902,-2.533,10.477,1.63,3.849,3.662,0.556,-0.811,-0.01,-0.045,-0.067,0.004,0.033,0.001,-0.077,0.092,0.021,-0.086,0.066,-1.503,0.022,-2.197,0.021,-2.2,2017-06-19,real_estate
DRH,SLG,2022-06-03,0.784,-3.61,6.203,11.894,3.849,3.662,0.962,-0.374,0.071,-0.006,-0.079,-0.03,-0.004,0.092,-0.022,0.04,-0.03,-0.039,0.029,-2.92,-0.022,-4.131,-0.014,-3.946,2017-06-19,real_estate
EPR,HPP,2022-06-03,0.784,-3.883,0.242,14.921,3.849,3.662,0.984,-0.798,0.033,0.022,0.022,0.012,0.002,-0.008,0.005,0.003,0.047,0.011,-0.116,-5.815,-0.187,-6.982,-0.145,-6.292,2017-06-19,real_estate
ESS,PSB,2022-06-03,0.529,3.9,0.371,33.714,3.849,3.662,0.325,2.337,-0.038,-0.022,0.027,0.092,0.336,-0.071,-0.187,-0.022,-0.124,-0.058,-0.027,4.727,-0.051,5.431,-0.067,5.912,2017-06-19,real_estate
EXR,STAG,2022-06-03,0.941,-2.865,0.147,12.775,3.849,3.662,0.039,-1.302,0.005,-0.019,-0.02,-0.012,-0.055,-0.001,0.03,-0.0,-0.046,0.001,-0.022,-3.505,-0.042,-4.075,-0.1,-5.756,2017-06-19,real_estate
FR,LXP,2022-06-03,0.922,-2.622,0.21,1.741,3.849,3.662,0.641,-0.466,0.005,0.021,0.043,0.046,-0.041,0.003,0.026,0.06,-0.025,-0.048,0.013,-2.152,-0.023,-3.492,-0.024,-3.512,2017-06-19,real_estate
FR,STAG,2022-06-03,0.647,-2.902,0.667,2.08,3.849,3.662,0.512,-1.016,-0.001,-0.006,0.005,0.01,-0.0,-0.004,0.012,0.013,0.024,-0.003,0.013,-2.315,0.002,-2.793,-0.013,-3.507,2017-06-19,real_estate
FRT,HPP,2022-06-03,0.569,-2.541,0.133,12.609,3.849,3.662,0.203,-1.139,-0.02,0.048,0.046,0.064,0.017,0.043,-0.012,0.038,0.032,-0.034,-0.076,-3.406,-0.138,-4.105,-0.152,-4.264,2017-06-19,real_estate
HHC,HST,2022-06-03,0.588,3.201,0.083,7.905,3.849,3.662,0.967,1.539,-0.024,0.027,0.046,0.055,0.011,-0.013,0.006,-0.004,-0.057,-0.026,0.145,1.054,0.075,2.088,0.07,2.169,2017-06-19,real_estate
HPP,LTC,2022-06-03,0.51,2.729,0.745,15.746,3.849,3.662,0.792,0.833,0.002,0.015,0.001,0.014,0.053,-0.0,-0.021,-0.031,0.02,0.024,-0.07,4.113,-0.155,5.784,-0.212,6.903,2017-06-19,real_estate
HPP,WRE,2022-06-03,0.686,2.767,0.491,10.231,3.849,3.662,0.951,1.108,-0.051,-0.045,-0.022,0.004,0.024,0.128,-0.02,0.005,0.019,0.013,0.014,2.455,0.012,2.502,0.03,2.093,2017-06-19,real_estate
HST,INN,2022-06-03,0.529,-2.862,0.662,-1.249,3.849,3.662,0.677,-1.975,-0.023,-0.02,-0.01,-0.008,-0.0,0.02,-0.005,-0.032,0.024,0.021,0.064,-1.654,0.05,-1.916,0.04,-2.117,2017-06-19,real_estate
HST,RLJ,2022-06-03,0.647,-2.637,0.885,-0.19,3.849,3.662,0.134,-1.856,0.032,0.023,0.021,0.068,-0.008,-0.001,0.017,-0.03,0.004,0.025,0.05,-1.633,0.04,-1.842,0.032,-2.009,2017-06-19,real_estate
HST,ROIC,2022-06-03,0.686,-2.532,1.108,-2.089,3.849,3.662,0.255,-0.289,0.02,-0.056,-0.047,-0.051,0.005,0.005,0.013,-0.064,-0.052,0.0,0.097,0.724,0.066,-0.327,0.065,-0.347,2017-06-19,real_estate
HST,SLG,2022-06-03,0.941,-4.412,4.289,-1.379,3.849,3.662,0.84,-2.184,0.01,-0.036,-0.018,-0.018,0.001,0.035,-0.004,-0.01,0.008,0.002,0.067,-2.876,0.008,-4.22,-0.0,-4.416,2017-06-19,real_estate
IRM,LAMR,2022-06-03,0.98,-3.117,1.817,26.532,3.849,3.662,0.034,-1.134,-0.015,-0.015,-0.007,-0.009,-0.011,0.008,0.021,-0.022,0.023,0.035,-0.001,-3.136,0.058,-1.803,-0.011,-3.371,2017-06-19,real_estate
JLL,RYN,2022-06-03,0.529,2.891,0.103,13.416,3.849,3.662,0.824,1.127,-0.0,0.026,0.029,-0.031,-0.014,0.0,0.015,-0.01,0.007,-0.054,0.032,2.195,0.055,1.699,0.063,1.51,2017-06-19,real_estate
KIM,PEAK,2022-06-03,0.549,-3.114,0.719,17.094,3.849,3.662,0.159,-0.316,-0.011,-0.014,-0.017,-0.053,-0.028,-0.0,0.067,-0.033,-0.026,0.015,-0.002,-3.18,-0.017,-3.589,-0.032,-3.982,2017-06-19,real_estate
LAMR,RYN,2022-06-03,0.569,3.219,0.283,6.431,3.849,3.662,0.031,0.434,-0.022,-0.058,-0.04,-0.032,0.007,-0.055,0.032,0.008,-0.053,-0.048,0.021,2.605,0.087,0.648,0.071,1.112,2017-06-19,real_estate
LSI,STAG,2022-06-03,0.902,-2.762,0.21,13.893,3.849,3.662,0.002,-1.255,0.008,0.038,0.043,0.095,-0.01,0.007,-0.017,0.005,0.021,-0.002,-0.029,-3.621,-0.038,-3.902,-0.088,-5.38,2017-06-19,real_estate
LXP,MAA,2022-06-03,0.608,2.738,17.268,-49.921,3.849,3.662,0.045,0.695,-0.034,0.038,0.044,0.007,0.055,-0.045,-0.041,-0.009,-0.015,0.024,-0.008,2.973,-0.029,3.623,-0.016,3.238,2017-06-19,real_estate
O,PSB,2022-06-03,0.549,2.509,2.384,-10.018,3.849,3.662,0.699,0.44,0.045,0.029,-0.033,-0.001,0.024,-0.008,0.006,0.029,-0.01,0.031,0.012,2.099,0.0,2.497,-0.034,3.65,2017-06-19,real_estate
RYN,UMH,2022-06-03,0.647,-2.748,0.759,-7.087,3.849,3.662,0.016,-0.529,-0.087,-0.045,0.039,0.0,-0.031,-0.027,0.069,0.006,-0.006,0.019,0.024,-1.989,0.081,-0.165,0.05,-1.173,2017-06-19,real_estate
ARCO,CBRL,2022-06-03,0.608,-2.559,8.445,85.854,3.883,3.632,0.802,-1.432,0.035,0.062,0.02,0.013,-0.025,0.087,0.076,-0.018,0.096,0.095,-0.021,-2.732,-0.024,-2.76,0.066,-2.011,2017-06-19,consumer_services
ARCO,CCL,2022-06-03,0.588,-2.794,5.813,-7.488,3.883,3.632,0.397,-2.475,0.004,-0.035,-0.057,0.004,0.018,-0.023,-0.033,0.074,0.019,-0.081,0.036,-2.547,-0.083,-3.364,-0.035,-3.037,2017-06-19,consumer_services
ARCO,CUK,2022-06-03,0.569,-2.72,5.906,-10.274,3.883,3.632,0.321,-2.425,-0.011,0.01,0.04,0.012,-0.011,0.003,0.01,-0.049,0.007,0.019,0.041,-2.43,-0.082,-3.294,-0.036,-2.971,2017-06-19,consumer_services
ARCO,RCL,2022-06-03,0.902,-3.194,13.087,5.848,3.883,3.632,0.674,-1.578,-0.05,-0.125,-0.05,-0.177,-0.025,-0.001,-0.006,0.024,-0.09,-0.033,-0.046,-3.654,-0.123,-4.425,-0.068,-3.873,2017-06-19,consumer_services
